ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount
020066.005,0,"Award = $35,100.00  1/2 of proposal amount awarded to PO in 20066.004",NULL,NULL,,35100.00
020066.005,1,NULL,2013-02-13T00:00:00,2013-12-31T00:00:00,,46100.00
020066.005,2,NULL,NULL,NULL,,60000.00
020066.005,3,NULL,NULL,NULL,,145000.00
020066.005,4,Final Deobligation and Closeout Checklist,NULL,NULL,,-13358.94
020066.006,0,NULL,2013-09-03T00:00:00,2013-12-31T00:00:00,,52000.00
020066.006,1,Final Deobligation and Closeout Checklist,NULL,NULL,,-23849.32
020066.007,0,Transfer of Funding from 20066.002 for FY 2014,2013-01-29T00:00:00,2013-12-31T00:00:00,,7913.64
020066.007,1,NULL,2013-09-03T00:00:00,2014-12-31T00:00:00,,92000.00
020066.007,2,Final Closeout checklist & deobligation,NULL,NULL,,-25185.25
020066.008,0,Initial Setup prior to receipt of PO,2014-02-07T00:00:00,2014-02-28T00:00:00,,59516.20
020066.008,01,obligated funds to match what client billed and paid.,NULL,NULL,,26756.92
020067.001,0,NULL,2013-06-11T00:00:00,2013-08-12T00:00:00,,1170.00
020067.001,1,NULL,2013-06-11T00:00:00,2014-04-01T00:00:00,,800.00
020067.001,2,Move $800 to 20067.005,NULL,NULL,,-800.00
020067.001,3,NULL,2013-06-11T00:00:00,2014-12-31T00:00:00,,2730.00
020067.001,4,Administrative mod - increase funding to match what was billed and paid by the client. ,2014-06-11T00:00:00,2015-12-31T00:00:00,,1170.00
020067.002,0,NULL,2013-08-05T00:00:00,2014-12-31T00:00:00,,1560.00
020067.002,1,NULL,NULL,NULL,,1560.00
020067.003,0,NULL,2013-07-24T00:00:00,2014-04-30T00:00:00,,800.00
020067.004,0,NULL,2013-08-14T00:00:00,2014-04-01T00:00:00,,2340.00
020067.004,1,Administrative mod - increase funding to match what was billed and paid by the client. ,2013-08-14T00:00:00,2015-12-31T00:00:00,,1930.00
020067.005,0,NULL,2013-09-03T00:00:00,2014-12-31T00:00:00,,800.00
020067.005,1,NULL,NULL,NULL,,440.00
020067.006,0,NULL,2013-12-23T00:00:00,2014-04-01T00:00:00,,2340.00
020067.006,1,Administrative Mod - increase funding to match what was billed and paid by the client.,2013-12-23T00:00:00,2015-12-31T00:00:00,,2360.72
020067.007,0,NULL,2014-03-20T00:00:00,2014-06-30T00:00:00,,1170.00
020067.008,0,NULL,2014-09-01T00:00:00,2014-12-31T00:00:00,,800.00
020067.009,0,NULL,2015-03-12T00:00:00,2015-06-12T00:00:00,,1950.00
020067.009,1,NULL,2015-03-12T00:00:00,2015-12-31T00:00:00,,9.40
020067.010,0,NULL,2015-04-16T00:00:00,2015-06-30T00:00:00,,810.00
020067.010,1,NULL,2015-04-16T00:00:00,2015-12-31T00:00:00,,810.00
020067.010,2,NULL,2015-04-16T00:00:00,2016-12-31T00:00:00,,810.00
020067.010,3,NULL,NULL,NULL,,800.00
020067.010,4,NULL,2015-04-16T00:00:00,2017-12-31T00:00:00,,1000.00
020067.010,5,NULL,NULL,NULL,,800.00
020067.010,6,Mod 6 adds 2 samples at $400.00 each for a total of $800.00.,NULL,NULL,,800.00
020067.010,7,Increase funding and ceiling by $16k & extend pop.,2015-04-16T00:00:00,2018-12-31T00:00:00,,16000.00
020067.010,8,Increase funding and ceiling by $800 & extend pop.,2015-04-16T00:00:00,2019-06-28T00:00:00,,800.00
020069,0,Emial Notice to proceed (attached).  All work will be done in accordance with Gov Contract No. AG-02-NV-P-11-0134,2013-03-19T00:00:00,2013-04-30T00:00:00,,6022.00
020070,0,NULL,2013-05-01T00:00:00,2017-08-30T00:00:00,,NULL
020071,0,NULL,2013-05-20T00:00:00,2013-07-08T00:00:00,,7700.00
020072.001,0,NULL,2013-07-11T00:00:00,2013-12-31T00:00:00,,34324.50
020072.001,1,See attached e-mail correspondence.  Internal Mod to allow final invoicing.,NULL,NULL,,8483.58
020072.001,2,POP Extension only,2013-07-11T00:00:00,2014-12-31T00:00:00,,NULL
020073,0,"IDIQ Contract with a Min TO of $2,500.00",2012-08-10T00:00:00,2015-08-10T00:00:00,,NULL
020073,1,Administrative Mod Only,NULL,NULL,,NULL
020073,3,NULL,2012-08-10T00:00:00,2018-11-13T00:00:00,,NULL
020073.002,0,NULL,2013-09-29T00:00:00,2014-09-28T00:00:00,,103066.19
020073.002,1,NULL,2013-09-29T00:00:00,2014-11-28T00:00:00,,NULL
020073.002,2,NULL,2013-09-29T00:00:00,2015-01-31T00:00:00,,NULL
020073.002,3,has been modified to match billed amount for project.,NULL,NULL,,-39567.66
020074,0,This is a Master Contract with a Ceiling amount of $80m spit between three Contractors,2013-09-09T00:00:00,2016-09-08T00:00:00,,NULL
020074,2,NULL,2013-09-09T00:00:00,2016-09-30T00:00:00,,NULL
020074.001,0,NULL,2014-05-05T00:00:00,2014-07-25T00:00:00,,187820.41
020074.001,1,De-obligated to match what was billed and paid by the client.  This project is inactivated on the dashboard.,NULL,NULL,,-41951.58
020074.002,0,NULL,2015-05-18T00:00:00,2015-09-30T00:00:00,,132230.50
020074.002,1,NULL,2015-05-18T00:00:00,2016-09-30T00:00:00,,100000.00
020074.002,2,Client does not set a ceiling price for this project/task so NW has estimated the amount of hours that Nicholas Jessen will need to finish his work through March 2016.  Therefore NW has set the ceiling price of this task.  ,NULL,NULL,,80000.00
020074.002,3,NULL,2015-05-18T00:00:00,2017-09-30T00:00:00,,400000.00
020074.002,4,NULL,NULL,NULL,,NULL
020074.003,0,NULL,2015-06-22T00:00:00,2015-09-30T00:00:00,,55000.00
020074.003,1,NULL,NULL,NULL,,55000.00
020074.003,2,NULL,2015-06-22T00:00:00,2016-09-30T00:00:00,,NULL
020074.003,3,NULL,2015-06-22T00:00:00,2017-09-30T00:00:00,,NULL
020074.004,0,NULL,2015-11-16T00:00:00,2016-10-30T00:00:00,,110000.00
020074.005,0,NULL,2016-07-11T00:00:00,2016-09-30T00:00:00,,55000.00
020074.006,0,NULL,2016-07-30T00:00:00,2016-09-30T00:00:00,,63212.40
020074.007,0,NULL,2016-09-26T00:00:00,2017-09-30T00:00:00,,165000.00
020074.007,1,NULL,NULL,NULL,,NULL
020074.007,2,NULL,NULL,NULL,,NULL
020074.007,3,NULL,NULL,NULL,,113346.43
020074.007,4,NULL,NULL,NULL,,21773.16
020074.008,0,NULL,2016-12-14T00:00:00,2017-09-30T00:00:00,,165000.00
020074.009,0,NULL,2017-01-03T00:00:00,2017-02-28T00:00:00,,30000.00
020074.010,0,NULL,2017-04-11T00:00:00,2017-06-30T00:00:00,,26338.50
020074.011,0,NULL,NULL,NULL,,31200.00
020074.012,0,NULL,2017-05-25T00:00:00,2017-09-30T00:00:00,,50000.00
020074.013,0,NULL,2017-06-19T00:00:00,2017-09-30T00:00:00,,NULL
020075,0,NULL,2013-08-15T00:00:00,2013-09-30T00:00:00,,4000.00
020076.001,0,NULL,2013-08-13T00:00:00,2014-03-31T00:00:00,,3360.00
020076.001,1,Final Deobligation and Closeout Checklist,NULL,NULL,,-906.41
020076.002,0,NULL,2014-06-30T00:00:00,2014-09-30T00:00:00,,10350.00
020076.002,1,Final Deobligation and Closeout Checklist,NULL,NULL,,-4314.26
020078,0,NULL,2013-09-12T00:00:00,2013-11-30T00:00:00,,1637.00
020079,0,NULL,2013-10-01T00:00:00,2014-09-30T00:00:00,,368330.40
020079,1,Mod 1 adds 4 full time NWS employees and 5 1099's.,NULL,NULL,,337584.80
020079,2,NULL,2013-10-01T00:00:00,2015-09-30T00:00:00,,293785.60
020079,3,"Joseph, note that the rates on this contract change on July 1, 2016.  Reference page 3 of 4 for rate information.  ts",2013-10-01T00:00:00,2016-09-30T00:00:00,,292044.80
020080,0,NULL,2013-11-05T00:00:00,2014-01-31T00:00:00,,8626.00
020080,1,Closeout documents,NULL,NULL,,-6873.50
020081.001,0,NULL,2014-01-15T00:00:00,2014-03-31T00:00:00,,3600.00
020081.001,1,Changed the funded amount to match final billed and paid amount and inactivated this project on the dashboard.,NULL,NULL,,-1533.50
020082,0,NULL,2014-02-06T00:00:00,2014-02-28T00:00:00,,2500.00
020083,0,NULL,2014-02-24T00:00:00,2014-03-31T00:00:00,,1650.00
020083,1,Admin mod.  Changed the funded amount to match what was billed and paid by the client,NULL,NULL,,-224.79
020084.001,0,NULL,2014-05-21T00:00:00,2014-09-30T00:00:00,,31588.00
020084.001,1,NULL,NULL,NULL,,17162.00
020084.002,0,NULL,2014-05-21T00:00:00,2014-09-30T00:00:00,,14558.84
020084.003,0,NULL,2014-07-07T00:00:00,2014-09-30T00:00:00,,12993.97
020084.004,0,NULL,2014-07-07T00:00:00,2014-09-30T00:00:00,,14200.00
020084.004,1,Admin Mod - reference attached email,NULL,NULL,,1000.00
020085,0,NULL,2014-06-17T00:00:00,2015-06-16T00:00:00,,270816.00
020085,1,NULL,2014-06-17T00:00:00,2016-06-16T00:00:00,,8673.60
020085,10,"Mod 10 adds $162,117.60 and extends the PoP through 5/31/18.",2014-06-17T00:00:00,2018-05-31T00:00:00,,162117.60
020085,11,"Increase by $94,132.80 and extend POP till Sept 30, 2018.",2018-05-31T00:00:00,2018-09-30T00:00:00,,94132.80
020085,2,NULL,2014-06-17T00:00:00,2016-06-16T00:00:00,,196715.23
020085,3,"Mod 3 adds $54,046.49.",NULL,NULL,,54046.49
020085,4,"Extends to 9/16/16 and adds $66,991.00",2014-06-07T00:00:00,2016-09-16T00:00:00,,66991.60
020085,5,"Adds $66,961.60 and extends to 12/16/16",2014-06-07T00:00:00,2016-12-16T00:00:00,,66991.60
020085,6,NULL,2014-06-17T00:00:00,2017-02-16T00:00:00,,66991.60
020085,7,"Mod 7 adds $133,983.20 and extends the PoP through 8/16/17.",2014-06-17T00:00:00,2017-08-16T00:00:00,,133983.20
020085,8,Mod 8 novates the contract from NWS to NWI at no cost change.,NULL,NULL,,NULL
020085,9,"Mod 9 adds $159,749.20.",NULL,NULL,,159749.20
020085,Admin Mod,Administrative internal modification to deoblibate money from project 020085 to project 010912 in order to fund the transfer to North Wind Inc.,NULL,NULL,,-161714.25
020086,0,NULL,2014-07-10T00:00:00,2014-08-22T00:00:00,,15209.00
020087,0,NULL,2014-07-22T00:00:00,2014-08-29T00:00:00,,5335.60
020087,1,Final Closeout Deobligation and Checklist,NULL,NULL,,-4650.47
020088,0,NULL,2014-09-24T00:00:00,2014-10-17T00:00:00,,7873.60
020088,1,Final Deobligation and Closeout Checklist,NULL,NULL,,-6777.40
020089,0,IDIQ Only - Tasks (with own Project Code) will carry funding,2014-09-30T00:00:00,2019-09-30T00:00:00,,NULL
020089.001,NULL,NULL,NULL,NULL,,NULL
020089.002,0,NULL,2015-08-31T00:00:00,2015-10-30T00:00:00,,36144.25
020089.003,0,NULL,2015-10-13T00:00:00,2016-03-14T00:00:00,,27544.25
020089.004,0,NULL,2015-12-10T00:00:00,2015-12-31T00:00:00,,27449.00
020089.005,0,NULL,2016-03-30T00:00:00,2016-09-30T00:00:00,,579169.41
020089.005,1,NULL,2016-03-30T00:00:00,2016-09-30T00:00:00,,11698.90
020089.006,0,NULL,2016-05-04T00:00:00,2016-06-20T00:00:00,,44459.64
020089.007,0,NULL,2016-05-12T00:00:00,2016-07-12T00:00:00,,31854.96
020089.008,0,NULL,2016-05-19T00:00:00,2016-06-07T00:00:00,,15674.54
020089.009,0,NULL,2016-07-21T00:00:00,2016-08-19T00:00:00,,31193.93
020089.010,0,NULL,2016-08-16T00:00:00,2016-11-23T00:00:00,,95106.30
020089.010,1,NULL,2016-08-16T00:00:00,2016-12-30T00:00:00,,NULL
020089.011,0,NULL,2016-09-13T00:00:00,2017-10-01T00:00:00,,55389.66
020089.011,1,NULL,NULL,NULL,,945.42
020089.011,2,NULL,NULL,NULL,,17083.68
020089.011,3,NULL,2016-09-13T00:00:00,2017-12-31T00:00:00,,NULL
020089.012,0,NULL,2016-09-27T00:00:00,2017-09-27T00:00:00,,2031731.80
020089.012,1,All the funding for Mod 1 goes to 20089.012.09.,NULL,NULL,,60236.95
020089.012,2,NULL,NULL,NULL,,-12670.93
020089.013,0,NULL,2017-03-22T00:00:00,2017-09-30T00:00:00,,163390.19
020089.015,0,NULL,2017-04-14T00:00:00,2017-09-30T00:00:00,,1482794.70
020089.016,0,NULL,2017-06-29T00:00:00,2017-10-28T00:00:00,,54324.72
020089.017,0,NULL,2017-08-10T00:00:00,2017-11-30T00:00:00,,1873053.99
020089.017,1,NULL,2018-08-10T00:00:00,2018-12-05T00:00:00,,22629.50
020089.017,2,NULL,2018-08-10T00:00:00,2018-12-05T00:00:00,,171209.60
020089.017,3,NULL,2019-02-01T00:00:00,2019-02-28T00:00:00,,122879.66
020089.017,3A,adjusted admin mod to reflect Mod P00003,2019-01-23T00:00:00,2018-12-05T00:00:00,,NULL
020089.018,0,NULL,2017-08-18T00:00:00,2017-12-31T00:00:00,,58882.06
020089.019,0,NULL,2017-09-25T00:00:00,2018-10-01T00:00:00,,149487.01
020089.019,1,PoP end date changed to 09/25/2020 via Mod No. 2 signed on 10/02/2019. No additional cost to the customer.,2017-09-25T00:00:00,2020-09-30T00:00:00,,NULL
020089.020,0,NULL,2018-02-08T00:00:00,2019-12-31T00:00:00,,247662.53
020089.021,0,NULL,2018-04-23T00:00:00,2019-09-23T00:00:00,,77823.77
020089.021,1,NULL,2018-04-23T00:00:00,2019-09-23T00:00:00,,NULL
020089.021,2,NULL,2018-04-23T00:00:00,2019-09-23T00:00:00,,43271.22
020089.022,0,NULL,2018-05-24T00:00:00,2018-06-30T00:00:00,,388214.37
020089.023,0,NULL,2018-05-24T00:00:00,2018-09-30T00:00:00,,118171.63
020089.024,0,Wage Determination Report: Certified Payroll Reports added on 10/10/2019 by Henry.,2019-04-04T00:00:00,2019-12-04T00:00:00,,483124.00
020089.024,01,"Mod 01 to address sanitary lift station and related sewer system work in the amount of $19,571.00.",2019-07-23T00:00:00,2019-12-04T00:00:00,,19571.00
020089.025,0,NULL,2019-09-01T00:00:00,2019-10-15T00:00:00,,267902.93
020089.025,1,"This is Mod No. 02. This Mod No. 02  is a POP extension. the new Term is June 18, 2019 through October 22, 2019.  This mod has been signed by Henry for NWG on 10/15/2019 but yet to be executed and returned by the government.",2018-06-18T00:00:00,2019-10-15T00:00:00,,NULL
020090,0,NULL,2014-09-30T00:00:00,2015-09-30T00:00:00,,999891.48
020091.001,0,"Britney, Aran will need to inform you when a sample event takes place and how much to invoice for each sample. ",2014-12-01T00:00:00,2016-12-31T00:00:00,,2500.00
020091.001,Admin,NULL,NULL,NULL,,-2031.80
020092,0,NULL,2015-02-01T00:00:00,2016-01-31T00:00:00,,NULL
020093,0,see project file for other applicable documents,2015-04-21T00:00:00,2015-10-30T00:00:00,,4873224.00
020093,1,Incorporation of Option 1 - Fiber Optic Cabling,NULL,NULL,,248447.00
020093,10,"Incorporation of Mod 10 (See CFP List on the Mod).  End date reflects CFP 215 (fire pump component changes), FireWater scope completion is now 4/16 based on days provided.",2015-04-21T00:00:00,2016-04-16T00:00:00,,44529.08
020093,11,NULL,2015-04-21T00:00:00,2016-05-15T00:00:00,,NULL
020093,12,"adds $38,258.30 to fixed Price amount. and extends POP through 5/19/2016",2015-04-02T00:00:00,2016-05-19T00:00:00,,38285.30
020093,2,Incorporation of Mod 2 (see list of CFPs),NULL,NULL,,4042.64
020093,3,Incorporation of Mod 3 (see list of CFPs),NULL,NULL,,255721.70
020093,4,NULL,2015-04-21T00:00:00,2015-11-13T00:00:00,,272766.78
020093,5,Incorporation of Mod 5 (see list of CFPs),2015-04-21T00:00:00,2015-12-15T00:00:00,,387043.48
020093,6,POP extension initiated to extend badges,2015-04-21T00:00:00,2015-12-22T00:00:00,,NULL
020093,7,Incorporation of Mod 7 (See CFP List on the Mod),2015-04-21T00:00:00,2016-01-08T00:00:00,,199293.61
020093,8,Incorporation of Mod 8 (See CFP List on the Mod),2015-04-21T00:00:00,2016-02-29T00:00:00,,140414.81
020093,9,"Incorporation of Mod 9 (See CFP List on the Mod).  End date reflects CFP 194 (water line repairs), FireWater scope completion is now 3/22 based on days provided.",2015-04-21T00:00:00,2016-03-31T00:00:00,,149724.72
020094,0,NULL,2015-05-05T00:00:00,2015-07-30T00:00:00,,226705.00
020094,1,"Mod 1 adds the RWMC Radio Tower for $70,203.03.",2015-05-05T00:00:00,2015-08-18T00:00:00,,70203.03
020094,2,"Mod 2 adds the CFA Tower (CFP 002 $72,938.57) and CFP's 3 -10 ($6,056.10) for a total mod 2 increase of $78,994.67 and 15 days to 9/14/15.",2015-05-15T00:00:00,2015-09-14T00:00:00,,78994.67
020094,3,"Mod 3 adds $78,640.88 for the SMC Tower Installation plus $9,837.20 for OT to finish by 9/30/15 for a total of $88,478.08 plus $18,222.50 for changes 11 through 32 for a total mod 3 amount of $106,700.58.",2015-05-05T00:00:00,2015-09-30T00:00:00,,106700.58
020094,4,"Mod 4 adds $24,675.45 for CFP's 25 through 38 and extends the POP to 1/30/2016.",2015-05-05T00:00:00,2016-01-30T00:00:00,,24675.45
020094,5,"Mod 5 adds $2,272.83.",NULL,NULL,,2272.83
020094,Admin,funds have been modified in order to match the amount billed to and paid by the client.,NULL,NULL,,-244.38
020095,0,NULL,2015-08-07T00:00:00,2015-10-08T00:00:00,,76922.25
020095,1,"Mod 1 adds $6,388.95, extends the POP 7 days and changes the Contract # to PO-0001718.",2015-08-07T00:00:00,2015-10-15T00:00:00,,6388.95
020095,2,"Mod 2 adds $9,118.20.",NULL,NULL,,9118.20
020095,ADMIN,NULL,NULL,NULL,,-9118.20
020096,0,NULL,2015-08-27T00:00:00,2017-07-22T00:00:00,,NULL
020097,0,NULL,2015-09-15T00:00:00,2020-06-15T00:00:00,,247511.53
020097,1,NULL,NULL,NULL,,234614.87
020097,3,"Modification No. 2 was an internal accounting mod within EA and not issued to NWS per Shelley Rice, Procurement Manager EA",NULL,NULL,,226786.99
020097,4,Exercise Option CLINs 0017AD and 0018AD.  Extend POP to 7/31/20.,2015-09-15T00:00:00,2020-07-31T00:00:00,,240345.90
020098,0,NULL,2015-09-28T00:00:00,2016-08-30T00:00:00,,159950.03
020099,0,NULL,2015-11-01T00:00:00,2016-05-31T00:00:00,,268164.80
020099,1,NULL,2015-11-01T00:00:00,2016-09-30T00:00:00,,102533.60
020099,2,"Adds $63,097.60 and extends to 11/30/16",2015-11-01T00:00:00,2016-11-30T00:00:00,,63097.60
020099,3,NULL,2015-11-01T00:00:00,2017-01-31T00:00:00,,63097.60
020100,0,This is a continuation of Contract 20094.,2016-01-19T00:00:00,2016-03-31T00:00:00,,70152.12
020100,10,Mod 10 adds $522.57 for CFP 51.,NULL,NULL,,522.57
020100,11,Mod 11 incorporates CFP's 52 and 53 at no cost to close out the contract.,NULL,NULL,,NULL
020100,12,Funds rolled over from Contract 20094,NULL,NULL,,244.38
020100,7,Mod 7 extends the pop to 4/16/16.,2016-01-19T00:00:00,2016-04-16T00:00:00,,NULL
020100,8,"Mod 8 adds $17,222.20 and extends the POP to 5/15/16.",2016-01-19T00:00:00,2016-05-15T00:00:00,,17222.20
020100,9,Mod 9 extends the POP to 6/16/2016 at no additional cost.,2016-01-19T00:00:00,2016-06-16T00:00:00,,NULL
020101,0,NULL,2016-03-08T00:00:00,2017-03-07T00:00:00,,1740000.00
020101,1,"Mod 1 adds funding to the total contract value of $11,068,087.00 and revises the contract documents.",2016-03-08T00:00:00,2017-04-30T00:00:00,,9328087.00
020101,10,"Mod 10 adds $3,101.57 for Change Order 26.",NULL,NULL,,3101.57
020101,3,NULL,NULL,NULL,,-407516.87
020101,4,NULL,2016-03-08T00:00:00,2017-05-14T00:00:00,,165112.89
020101,5,Incorporates CO 35,2016-03-08T00:00:00,2017-06-25T00:00:00,,133960.11
020101,6,NULL,2017-03-08T00:00:00,2017-07-09T00:00:00,,NULL
020101,7,NULL,2016-03-08T00:00:00,2017-07-30T00:00:00,,NULL
020101,8,POP extention,2016-03-08T00:00:00,2017-08-13T00:00:00,,NULL
020101,9,POP Extention,2016-03-08T00:00:00,2017-08-31T00:00:00,,NULL
020102,0,NULL,2016-02-23T00:00:00,2016-08-30T00:00:00,,30818.00
020102,1,"Mod 1 adds $1,120.59.",NULL,NULL,,1120.59
020103,0,20103 is set up for Giltedge Planning only.,2016-03-07T00:00:00,2016-12-31T00:00:00,,9161.39
020104.001,0,NULL,2016-03-03T00:00:00,2016-05-31T00:00:00,,97361.00
020104.001,1,NULL,NULL,NULL,,1766.28
020105,0,NULL,NULL,NULL,,NULL
020105,M0002,NULL,2016-04-07T00:00:00,2020-08-20T00:00:00,,NULL
020105.001,0,NULL,2016-03-28T00:00:00,2016-12-31T00:00:00,,10000.00
020105.002,0,NULL,2016-10-26T00:00:00,2017-04-30T00:00:00,,4345.60
020105.003,0,NULL,2017-06-21T00:00:00,2018-12-18T00:00:00,,10000.00
020105.004,0,NULL,2017-07-10T00:00:00,2017-12-31T00:00:00,,1509.42
020105.004,1,Administrative internal to CH2M,NULL,NULL,,NULL
020105.004,2,NULL,2017-07-17T00:00:00,2018-06-30T00:00:00,,NULL
020105.004,3,NULL,2017-07-17T00:00:00,2018-12-31T00:00:00,,1674.49
020105.005,0,NULL,2018-08-06T00:00:00,2018-11-30T00:00:00,,2048.00
020105.005,02,Mod 02.  replaced Admin mod,NULL,NULL,,322.42
020105.005,1,POP extension to 3/29/19,2018-08-06T00:00:00,2019-03-29T00:00:00,,NULL
020106.001,0,NULL,2016-03-31T00:00:00,2016-06-30T00:00:00,,68983.91
020106.001,1,NULL,2016-03-31T00:00:00,2016-07-29T00:00:00,,NULL
020106.001,2,NULL,2016-03-31T00:00:00,2016-12-30T00:00:00,,NULL
020106.001,3,NULL,NULL,NULL,,5403.14
020107,0,NULL,2016-05-16T00:00:00,2016-10-31T00:00:00,,566391.80
020107,1,"Adds funding for CFPs 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 15R1, 16, 17, 18, 19, 20, 21, 22, 23, 25, & 26 Note that CFP 14 was $700.44 Not $744.00.",NULL,NULL,,86002.00
020107,2,"Adds funding for CFPs 27, 29, 30, & 31",2016-05-16T00:00:00,2016-12-15T00:00:00,,4764.74
020107,3,"Adds funding for CFPs 2, 3, 24, 27, 28, 30, 32, 33, 34 ,35, 36 ,37, 38 39, 40, 41, 42, 43, 44, 45, 47, & 48",2016-05-16T00:00:00,2017-02-28T00:00:00,,47498.55
020107,4,"Incorporates CFP 049, 050, 051, 052, 53, & 54",2016-05-16T00:00:00,2017-02-28T00:00:00,,25952.90
020108.001,0,NULL,2016-06-01T00:00:00,2016-09-30T00:00:00,,80000.00
020108.001,1,NULL,NULL,NULL,,80000.00
020108.001,Admin,NULL,NULL,NULL,,-78743.09
020109,0,NULL,2016-06-20T00:00:00,2016-08-20T00:00:00,,4801.95
020110,0,NULL,2016-06-20T00:00:00,2016-08-20T00:00:00,,8227.35
020110,1,NULL,NULL,NULL,,2418.00
020110,2,NULL,NULL,NULL,,2500.00
020110,3,NULL,2016-06-20T00:00:00,2017-06-30T00:00:00,,2500.00
020110,4,NULL,NULL,NULL,,946.96
020110,6,NULL,2016-06-20T00:00:00,2018-12-28T00:00:00,,15000.00
020111.001,0,NULL,2016-07-06T00:00:00,2016-12-31T00:00:00,,5854.44
020112,0,NULL,2016-08-15T00:00:00,2017-06-01T00:00:00,,2258357.00
020112,07,NULL,NULL,NULL,,NULL
020112,08,"Incorporates CFPs 075, 076, 081, 082, 085, 092, & 095",2017-08-25T00:00:00,2017-09-30T00:00:00,,3739.20
020112,09,"Incorporates CFPs 063, 084, 088, 093, 094, 095, 096, 097, & 099",NULL,NULL,,23934.49
020112,1,NULL,NULL,NULL,,NULL
020112,10,"Incorporates CFPs 80, 83, 86, 87, 90, 99, 100, 101, & 102",2016-08-15T00:00:00,2017-11-30T00:00:00,,128693.35
020112,11,"Incorporates CFP 56, 62, 89, 91, 98, & 103",2016-08-15T00:00:00,2017-11-30T00:00:00,,78054.48
020112,12,change in completion date. ,2016-08-15T00:00:00,2017-12-20T00:00:00,,NULL
020112,13,NULL,2016-08-15T00:00:00,2018-01-31T00:00:00,,16017.42
020112,14,"Incorporates CFPs 72, 90Rev1, and 104",NULL,NULL,,6978.47
020112,2,"Incorporates CFPs 1, 2, 3, 4, 5, 8, 9,10, 11, 15, 17, 18, 19",NULL,NULL,,39413.78
020112,3,"Incorporates CFP 6, 16, 20, 21, 22, 23, 24, 25, 27, 28, 29, 29, 30, 31, 33, 34, 35, 36, 38, 40, 41, 43, 44, 47, 48, 53, & 54 ",NULL,NULL,,66134.65
020112,4,NULL,NULL,NULL,,96848.45
020112,5,"Incorporates CFPs 14, 37, 52, 57, 60, 61, 65, 66, 68, 70, 71, 73, & 74 Note that the correction was fixed in Amendment 2 so I have deducted that from this amendment to keep funding accurate. ",2016-08-15T00:00:00,2017-07-31T00:00:00,,77810.27
