Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible?,Quality Level,Acquisition Type,Competition,Contract Type,Currency,Billing Address,Billing Frequency,G&A %,OH %,Fee %,Invoice Submission Method,Payment Terms,Applicable Wage Determination,Billing Formula,Revenue Formula,Revenue Recognition EAC %,Onsite OH,Offsite OH,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Human Resources Rep,Action,Purchasing Rep,Subcontract Rep
Inactive,,,10654,0,0,0,,02.30.04,BOSCH BEAD BLASTER PERMIT,,4500,4500,2012-03-08T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10654,0,0,0,,02.30.04,BOSCH BEAD BLASTER PERMIT,,4500,4500,2012-03-08T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10655,0,0,0,,02.30.04,BOSCH HOT PRESS KILN RELO,,7600,7600,2012-03-08T00:00:00,2012-07-31T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10655,0,0,0,,02.30.04,BOSCH HOT PRESS KILN RELO,,7600,7600,2012-03-08T00:00:00,2012-07-31T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10658,0,0,0,,02.30.04,PUMP RECOVERY SYSTEM,,5477,5477,2012-03-16T00:00:00,2012-06-30T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10658,0,0,0,,02.30.04,PUMP RECOVERY SYSTEM,,5477,5477,2012-03-16T00:00:00,2012-06-30T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,10659.001,0,0,0,,02.30.04,FM RELOCATION OF EXISTING,,2000,2000,2012-03-14T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,10659.001,0,0,0,,02.30.04,FM RELOCATION OF EXISTING,,2000,2000,2012-03-14T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10660,0,0,0,,02.30.04,FMTN-CONSTRUCTION AIR PER,,12800,12800,2012-03-28T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10660,0,0,0,,02.30.04,FMTN-CONSTRUCTION AIR PER,,12800,12800,2012-03-28T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10663,0,0,0,,02.30.04,2012 SMSS OU5 PROJECT MON,,9850,9850,2012-04-23T00:00:00,2012-05-30T00:00:00,USA,,NONE,,,,,,Time and Materials,,,,,,,,,,,,,,,449,145,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10663,0,0,0,,02.30.04,2012 SMSS OU5 PROJECT MON,,9850,9850,2012-04-23T00:00:00,2012-05-30T00:00:00,USA,,NONE,,,,,,Time and Materials,,,,,,,,,,,,,,,449,145,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10664,0,0,0,,02.30.04,GOLDER SUBCONTRACTOR SERV,,13250,-923.07,2012-04-27T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,416,,bakins@northwindgrp.com,278,,,,,,,,Add,,
Inactive,,,10664,0,0,0,,02.30.04,GOLDER SUBCONTRACTOR SERV,,13250,-923.07,2012-04-27T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,416,,bakins@northwindgrp.com,278,,,,,,,,Add,,
Inactive,,,10666,0,0,0,,02.30.04,EPCRA 313 REPORTING FOR 2,,3200,3200,2012-05-22T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10666,0,0,0,,02.30.04,EPCRA 313 REPORTING FOR 2,,3200,3200,2012-05-22T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,10668.001,0,0,0,,02.30.04,I-84 RA RECON SUPPLEMENT,,2120,0,2012-06-01T00:00:00,2012-10-31T00:00:00,USA,,541620,,,,,,Cost Plus Fixed Fee,,,,,,,,,,,,,,,449,,bakins@northwindgrp.com,569,,,,,,,,Add,,
Inactive,,1,10668.001,0,0,0,,02.30.04,I-84 RA RECON SUPPLEMENT,,2120,0,2012-06-01T00:00:00,2012-10-31T00:00:00,USA,,541620,,,,,,Cost Plus Fixed Fee,,,,,,,,,,,,,,,449,,bakins@northwindgrp.com,569,,,,,,,,Add,,
Inactive,,,10669,0,0,0,,02.30.04,WELDIN PHASE I,,2500,2500,2012-06-04T00:00:00,2012-06-30T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10669,0,0,0,,02.30.04,WELDIN PHASE I,,2500,2500,2012-06-04T00:00:00,2012-06-30T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,FA8903-10-D-8597-0029,,10671,0,0,1,,02.30.04,CY11 AEI SCHRIEVER AFB,Environmental support to Schriever AFB pertaining to air emissions inventory requirements.,29968,0,2012-06-11T00:00:00,2013-03-06T00:00:00,USA,CO,562910,,,1,Small Business,Non-Competed,Firm Fixed Price,,"DFAS, Page 1",,,,8,,,,,,,105.7,54.88,361,368,bakins@northwindgrp.com,184,,,,,,,,Add,,
Inactive,FA8903-10-D-8597-0031,,10672,0,0,1,,02.30.04,10672 - GERMANY - Spill Prevention Training (CLOSED),,139970.27,0,2012-06-11T00:00:00,2013-06-10T00:00:00,USA,,541620,,,1,Small Business,Non-Competed,Firm Fixed Price,,DFAS,,,,4,,,,,,,105.7,54.88,41,216,bakins@northwindgrp.com,184,,,,,,,,Add,,
Inactive,FA8903-10-D-8597-0031,,10672,0,0,1,,02.30.04,10672 - GERMANY - Spill Prevention Training (CLOSED),,139970.27,0,2012-06-11T00:00:00,2013-06-10T00:00:00,USA,,541620,,,1,Small Business,Non-Competed,Firm Fixed Price,,DFAS,,,,4,,,,,,,105.7,54.88,41,216,bakins@northwindgrp.com,184,,,,,,,,Add,,
Inactive,FA8903-10-D-8597-0030,,10674,0,0,1,,02.30.04,10674 - LUKE AFB - Air Permit Compliance Support (Closed),,60012,0,2012-06-04T00:00:00,2013-06-03T00:00:00,USA,AZ,562910,,,1,Small Business,Non-Competed,Firm Fixed Price,,"DFAS, Page 1",,,,3,,,,,,,105.7,54.88,41,216,bakins@northwindgrp.com,184,,,,,,,,Add,,
Inactive,,,10675,0,0,0,,02.30.04,HIGHWAY 4 & 281 SUPERFUND,,1329,1329,2012-06-01T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,10675,0,0,0,,02.30.04,HIGHWAY 4 & 281 SUPERFUND,,1329,1329,2012-06-01T00:00:00,2012-12-31T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,10770.001,0,0,0,,02.30.04,MVH AIR QUALITY ASSESSMEN,,1780.57,1780.57,2012-06-07T00:00:00,2012-06-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,10770.001,0,0,0,,02.30.04,MVH AIR QUALITY ASSESSMEN,,1780.57,1780.57,2012-06-07T00:00:00,2012-06-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,20002,0,0,0,,02.30.04,ANVIL POINT,,3614722.36,3609351.98,2010-05-01T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,284,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,20002,0,0,0,,02.30.04,ANVIL POINT,,3614722.36,3609351.98,2010-05-01T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,284,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,28,20004.028,0,0,0,,02.30.04,HILS MAY 2012,,32311.64,32311.64,2012-05-21T00:00:00,2012-08-24T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,28,20004.028,0,0,0,,02.30.04,HILS MAY 2012,,32311.64,32311.64,2012-05-21T00:00:00,2012-08-24T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,2,20011.002,0,0,0,,02.20.01,CAB SUPPORT - YEAR 2,,370374.64,195833,2011-10-01T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,2,20011.002,0,0,0,,02.20.01,CAB SUPPORT - YEAR 2,,370374.64,195833,2011-10-01T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,20013.001,0,0,0,,02.30.04,FT JACKSON SPILL & ENV CU,,64494.22,64494.22,2010-09-27T00:00:00,2013-09-23T00:00:00,USA,,562910,,,2,,,Firm Fixed Price,,,,,,8,,,Service Contract Act,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,,1,20013.001,0,0,0,,02.30.04,FT JACKSON SPILL & ENV CU,,64494.22,64494.22,2010-09-27T00:00:00,2013-09-23T00:00:00,USA,,562910,,,2,,,Firm Fixed Price,,,,,,8,,,Service Contract Act,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,,7,20013.007,0,0,0,,02.30.04,FT JACKSON LANDFILL #3 RE,,293987.63,293987.63,2011-06-30T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,7,20013.007,0,0,0,,02.30.04,FT JACKSON LANDFILL #3 RE,,293987.63,293987.63,2011-06-30T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,W912HN-10-D-0040-0008,8,20013.008,0,0,0,,02.30.04,FT MCP SAR IRA & MWMP,,997183.51,997183.51,2013-01-16T00:00:00,2014-01-16T00:00:00,USA,SC,562910,,,2,8(a),Non-Competed,Firm Fixed Price,,,,,,,,,Service Contract Act,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,W912HN-10-D-0040-0008,8,20013.008,0,0,0,,02.30.04,FT MCP SAR IRA & MWMP,,997183.51,997183.51,2013-01-16T00:00:00,2014-01-16T00:00:00,USA,SC,562910,,,2,8(a),Non-Competed,Firm Fixed Price,,,,,,,,,Service Contract Act,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,W911KB-10-C-0026,,20016,0,0,1,,02.10.02,SEARS CREEK,,258898.23,258898.23,2010-09-24T00:00:00,2016-08-31T00:00:00,USA,AK,562910,,,2,8(a),Non-Competed,Firm Fixed Price,,,,,,8,,,Service Contract Act,,,,,,416,145,bakins@northwindgrp.com,184,,,,,,,,Add,,
Inactive,DE-AC07-05ID14517,1,20021.001,0,0,0,108996,02.20.01,STRATEGIC ANALYSIS SUPPOR,,159177.81,159177.81,2011-04-01T00:00:00,2016-01-31T00:00:00,USA,ID,562910,,N,2,Small Business,Non-Competed,Time and Materials,,acctpay@inl.gov,,,,,,,,,,,,,449,145,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,DE-AC07-05ID14517,1,20021.001,0,0,0,108996,02.20.01,STRATEGIC ANALYSIS SUPPOR,,159177.81,159177.81,2011-04-01T00:00:00,2016-01-31T00:00:00,USA,ID,562910,,N,2,Small Business,Non-Competed,Time and Materials,,acctpay@inl.gov,,,,,,,,,,,,,449,145,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,DE-EM0001245,,20022,0,0,0,,02.10.06,DOE HANFORD ORP,,25000000,23505943.66,2011-04-25T00:00:00,2015-02-28T00:00:00,USA,WA,541330,,,2,,,Time and Materials,,,,,,,,,,,,,,,449,43,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,DE-EM0001245,,20022,0,0,0,,02.10.06,DOE HANFORD ORP,,25000000,23505943.66,2011-04-25T00:00:00,2015-02-28T00:00:00,USA,WA,541330,,,2,,,Time and Materials,,,,,,,,,,,,,,,449,43,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,,2,20026.002,0,0,0,,02.30.04,3 GAARNG EAS,,278480.58,278480.58,2011-08-29T00:00:00,2016-08-28T00:00:00,USA,,562910,,,2,,,Firm Fixed Price,,,,,,,,,Service Contract Act,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,2,20026.002,0,0,0,,02.30.04,3 GAARNG EAS,,278480.58,278480.58,2011-08-29T00:00:00,2016-08-28T00:00:00,USA,,562910,,,2,,,Firm Fixed Price,,,,,,,,,Service Contract Act,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,4,20026.004,0,0,0,,02.30.04,BRAC RECORDS MGMT,,83748.06,83748.06,2011-08-31T00:00:00,2012-08-31T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,,4,20026.004,0,0,0,,02.30.04,BRAC RECORDS MGMT,,83748.06,83748.06,2011-08-31T00:00:00,2012-08-31T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,,5,20026.005,0,0,0,,02.30.04,TRAP AND SKEET RANGES,,99458.7,0,2011-09-16T00:00:00,2014-09-16T00:00:00,USA,,562910,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,5,20026.005,0,0,0,,02.30.04,TRAP AND SKEET RANGES,,99458.7,0,2011-09-16T00:00:00,2014-09-16T00:00:00,USA,,562910,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,7,20026.007,0,0,0,,02.30.04,FORT JACKSON TASC,,372568.68,0,2012-03-30T00:00:00,2013-03-31T00:00:00,USA,,562910,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,7,20026.007,0,0,0,,02.30.04,FORT JACKSON TASC,,372568.68,0,2012-03-30T00:00:00,2013-03-31T00:00:00,USA,,562910,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,W912Hn-11-D-0015 TO 0008,8,20026.008,0,0,1,,02.30.04,FT GILLEM TRAP AND SKEET,,1747869.51,1747869.51,2012-04-16T00:00:00,2015-04-16T00:00:00,USA,,562910,,,2,8(a),Non-Competed,Firm Fixed Price,,,,,,8,,,Service Contract Act,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,W912Hn-11-D-0015 TO 0008,8,20026.008,0,0,1,,02.30.04,FT GILLEM TRAP AND SKEET,,1747869.51,1747869.51,2012-04-16T00:00:00,2015-04-16T00:00:00,USA,,562910,,,2,8(a),Non-Competed,Firm Fixed Price,,,,,,8,,,Service Contract Act,,,,,,41,281,bakins@northwindgrp.com,344,,,,,,,,Add,,
Inactive,,1,20032.001,0,0,0,,02.10.02,EQUIPMENT 2011,,143410,143410,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,20032.001,0,0,0,,02.10.02,EQUIPMENT 2011,,143410,143410,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,2,20032.002,0,0,0,,02.10.02,MOBILIZATION 2011,,159553,159553,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,2,20032.002,0,0,0,,02.10.02,MOBILIZATION 2011,,159553,159553,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,3,20032.003,0,0,0,,02.10.02,MAN CAMP & SERVICES 2011,,1424841,1424841,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,3,20032.003,0,0,0,,02.10.02,MAN CAMP & SERVICES 2011,,1424841,1424841,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,4,20032.004,0,0,0,,02.10.02,FUEL SUPPLY 2011,,140656,140656,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,4,20032.004,0,0,0,,02.10.02,FUEL SUPPLY 2011,,140656,140656,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,5,20032.005,0,0,0,,02.10.02,ON SITE LABORATORY 2011,,608289,608289,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,5,20032.005,0,0,0,,02.10.02,ON SITE LABORATORY 2011,,608289,608289,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,6,20032.006,0,0,0,,02.10.02,PCB SOIL MANAGEMENT 2011,,103801,103801,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,6,20032.006,0,0,0,,02.10.02,PCB SOIL MANAGEMENT 2011,,103801,103801,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,7,20032.007,0,0,0,,02.10.02,LANDFILL DESIGN AND PERMI,,158333,158333,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,7,20032.007,0,0,0,,02.10.02,LANDFILL DESIGN AND PERMI,,158333,158333,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,8,20032.008,0,0,0,,02.10.02,DEMOB 2011,,156564,156564,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,8,20032.008,0,0,0,,02.10.02,DEMOB 2011,,156564,156564,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,9,20032.009,0,0,0,,02.10.02,MEETING & REPORTING 2011,,44467,44467,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,9,20032.009,0,0,0,,02.10.02,MEETING & REPORTING 2011,,44467,44467,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,20032.01,0,0,0,,02.30.04,EQUIP STANDBY NOV11-MAY12,,97873,0,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,562910,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,1,20032.01,0,0,0,,02.30.04,EQUIP STANDBY NOV11-MAY12,,97873,0,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,562910,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,11,20032.011,0,0,0,,02.10.02,EQUIPMENT 2012,,173582,173582,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,11,20032.011,0,0,0,,02.10.02,EQUIPMENT 2012,,173582,173582,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,12,20032.012,0,0,0,,02.10.02,MOBILIZATION 2012,,50397,50397,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,12,20032.012,0,0,0,,02.10.02,MOBILIZATION 2012,,50397,50397,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,13,20032.013,0,0,0,,02.10.02,MAN CAMP & SERVICES 2012,,1897028,1897028,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,13,20032.013,0,0,0,,02.10.02,MAN CAMP & SERVICES 2012,,1897028,1897028,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,14,20032.014,0,0,0,,02.10.02,FUEL SUPPLY 2012,,156265,156265,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,14,20032.014,0,0,0,,02.10.02,FUEL SUPPLY 2012,,156265,156265,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,15,20032.015,0,0,0,,02.10.02,ON SITE LAB 2012,,706315,706315,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,15,20032.015,0,0,0,,02.10.02,ON SITE LAB 2012,,706315,706315,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,16,20032.016,0,0,0,,02.10.02,ADDL PCB SoiL 2011,,,,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,16,20032.016,0,0,0,,02.10.02,ADDL PCB SoiL 2011,,,,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,17,20032.017,0,0,0,,02.10.02,PCB SOILS 2012,,,,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,17,20032.017,0,0,0,,02.10.02,PCB SOILS 2012,,,,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,18,20032.018,0,0,0,,02.10.02,DEMOB 2012,,13115,13115,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,18,20032.018,0,0,0,,02.10.02,DEMOB 2012,,13115,13115,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,19,20032.019,0,0,0,,02.10.02,MEETINGS & REPORTING 2012,,39995,39995,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,19,20032.019,0,0,0,,02.10.02,MEETINGS & REPORTING 2012,,39995,39995,2011-07-20T00:00:00,2013-10-31T00:00:00,USA,,,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,20035,0,0,0,,02.20.01,ORCHARD TRAINING AREA ENV,,62069,0,2011-09-14T00:00:00,2012-07-30T00:00:00,USA,,541620,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
Inactive,,,20035,0,0,0,,02.20.01,ORCHARD TRAINING AREA ENV,,62069,0,2011-09-14T00:00:00,2012-07-30T00:00:00,USA,,541620,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,,,bakins@northwindgrp.com,,,,,,,,,Add,,
