Customer Name,Customer Type,Department,Agency,Description,Address,Email,Abbreviation,Import Status,Reason,
"H.W. Lochner, Inc.",State Government,,,,"941 S. Industry Way Meridian, Idaho 83642",,State,Fail,Invalid customer type.,
"Agrium US , Inc.",Commercial,,,,,mhilton@agrium.com,Commercial,Success,Customer added successfully.,
Haile Gold Mine,Commercial,,,,,jpappas@romarco.com,Commercial,Success,Customer added successfully.,
BLM Idaho,Federal,Dept. of the Interior,BLM,,, bssmith@blm.gov ,BLM,Success,Updated Successfully,
"Techtronic Industries North America, Inc.",Commercial,,,,Techtronic Industries Power Equipment
1428 Pearman Dairy Road
Anderson SC 29625
,Drew.Gilmer@ttigroupna.com,Commercial,Success,Updated Successfully,
IDFG,State Government,,,,99 Hwy 93 North Salmon ID 83467,windy.davis@idfg.idaho.gov,State,Fail,Invalid customer type.,
BLM Idaho,Federal,Dept. of the Interior,BLM,,, bssmith@blm.gov ,BLM,Success,Updated Successfully,
The Pacific Companies,Commercial,,,,see contract,clairec@tpchousing.com,Commercial,Success,Customer added successfully.,
"Los Alamos Technical Associates, Inc.",Federal,Dept. of Energy,,,"6501 Amaricas Parkway NE, Suite 200
Albuquerque, NM 87110",dgoralczyk@lata.com,DOE,Success,Customer added successfully.,
Merrick & Company,Federal,Dept. of Defense,Air Force,,"Merrick and Company 5970 Greenwood Plaza Blvd. 5970 Greenwood Village, Colorado 80111 ", lucas.souhrada@merrick.com ,Air Force,Success,Updated Successfully,
"Mid Columbia Engineering, Inc.",Federal,Dept. of Energy,,,,dnotaras@mceng.com,DOE,Success,Customer added successfully.,
"Mid Columbia Engineering, Inc.",Federal,Dept. of Energy,,,"Mid Columbia Engineering, Inc. 2155 Robertson Drive Richland WA 99354",dnotaras@mceng.com,DOE,Success,Updated Successfully,
 BLM Idaho ,Federal,Dept. of the Interior,BLM,,, bssmith@blm.gov ,BLM,Success,Updated Successfully,
 BLM Idaho ,Federal,Dept. of the Interior,BLM,,, bssmith@blm.gov ,BLM,Success,Updated Successfully,
CDA Trust,Commercial,,,,"PO Box 570
Kellogg, ID 83837",dmeyer@cda-trust.com,Commercial,Success,Updated Successfully,
 DOE ID ,Federal,Dept. of Energy,,,,tinslesm@id.doe.gov,DOE,Success,Updated Successfully,
General Electric Company,Commercial,,,,,cody.platt@ge.com,Commercial,Success,Updated Successfully,
CDM Smith,Commercial,,,,"9420 Bunsen Parkway, Suite 225 Louisville, KY 40220",andersondl@cdmsmith.com,Commercial,Success,Updated Successfully,
Fabri-Kal,Commercial,,,,"Farbr-Kal Plastics Place Kalamazoo, MI 49001",krewa@Fabri-Kal.com,Commercial,Success,Customer added successfully.,
Swift & Staley,Federal,Dept. of Energy,,,,jimmie.glanville@swift&staley.com,DOE,Success,Customer added successfully.,
Henkel Corporation,Commercial,,,,,jonathan.blaine@henkel.com,Commercial,Success,Updated Successfully,
"Envirocon, Inc.",Federal,Dept. of Energy,,,,accountspay@envirocon.com,DOE,Success,Customer added successfully.,
BLM Idaho ,Federal,Dept. of the Interior,BLM,,, bssmith@blm.gov ,BLM,Success,Updated Successfully,
General Hydronics Inc,Commercial,,,,"General Hydronics Inc 1001 Zuni Dr., Ste C Alamogordo NM 88310",charlie@generalhydronics.com,Commercial,Success,Customer added successfully.,
"USDA Forest Service (Juneau, AK)",Federal,Dept. of Agriculture,Forest Service,,"USDA, Forest Service
R10 AQM, Chugach NF
161 East 1st Avenue, Door 8
Anchorage AK 99501",denisemurphy@fs.fed.us,FS,Success,Customer added successfully.,
Foster / Mulgrew,Commercial,,,,,,Commercial,Success,Customer added successfully.,
BLM CA,Federal,Dept. of the Interior,BLM,,,p15grave@blm.gov,BLM,Success,Updated Successfully,
BLM NM,Federal,Dept. of the Interior,BLM,,,tgregsto@blm.gov,BLM,Success,Customer added successfully.,
Riedesel Engineering,Commercial,,,,"202 Falls Ave., Twin Falls, ID 83301",mgergen@riedeseleng.com,Commercial,Success,Updated Successfully,
TO Engineers,Commercial,,,,,cpomeroy@to-engineers.com,Commercial,Success,Customer added successfully.,
DOE Oak Ridge,Federal,Dept. of Energy,,,,Belynda.Thompson@science.doe.gov,DOE,Success,Customer added successfully.,
Federal Highway Administration ,Federal,Dept. of Transportation,FHWA,," FHA 12300 W. Dakota Ave, Suite 360 Lakewood, CO 80228 ",jeremiah.rogers@dot.gov,FHWA,Success,Updated Successfully,
US Army,Federal,Dept. of Defense,Army,,,carrie.a.kammer-buchanan.civ@mail.mil,Army,Success,Updated Successfully,
 DOE Idaho ,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,robert.vanpelt@srs.gov,DOE,Success,Updated Successfully,
Robert Bosch LLC,Commercial,,,,"Robert Bosch LLC
Gasoline Systems Division
4421 Highway 81 North
Anderson, SC 29621 USA
",vanessa.white@us.bosch.com,Commercial,Success,Updated Successfully,
Robert Bosch LLC,Commercial,,,,"Robert Bosch LLC, PO Box 2867, Anderson, SC 29621",jennifer.suber2@boschrexroth-us.com,Commercial,Success,Updated Successfully,
Lauscha Fiber International,Commercial,,,,"Lauscha Fiber International
105 Eastport Lane
Summerville, SC 29483",FRoberts@unifrax.com,Commercial,Success,Updated Successfully,
Limhi County or Land Owner,Commercial,,,,,,Commercial,Success,Customer added successfully.,
"Michael Baker Jr., Inc.",Federal,Dept. of Defense,Army Corps,,,afrishkorn@mbakerintl.com,Army Corps,Success,Updated Successfully,
BLM California,Federal,Dept. of the Interior,BLM,,,,BLM,Success,Updated Successfully,
Idaho Department of Fish and Game,State Government,,,,"Idaho Department of Fish and Game, 4279 Commerce Circle Idaho Falls, ID 83401",terry.thomas@idfg.idaho.gov,State,Fail,Invalid customer type.,
Western Construction Company,Commercial,,,,Western Construction Company PO Box 15569 Boise ID 83715,chase@wciboise.com,Commercial,Success,Customer added successfully.,
IDFG,State Government,,,, 99 Hwy 93 North Salmon ID 83467 , windy.davis@idfg.idaho.gov ,State,Fail,Invalid customer type.,
IDFG,State Government,,,, 99 Hwy 93 North Salmon ID 83467 ,windy.davis@idfg.idaho.gov ,State,Fail,Invalid customer type.,
Denbury,Commercial,,,," 5320 Legacy Drive Plano, TX 75024 ", rusty.shaw@denbury.com ,Commercial,Success,Customer added successfully.,
 Mettler & Associates ,Commercial,,,,,,Commercial,Success,Updated Successfully,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,nbachman@blm.gov,BLM,Success,Updated Successfully,
Swift & Staley,Federal,Dept. of Energy,,,,ashley.simmons@swiftstaleyinc.com,DOE,Success,Updated Successfully,
CDM Smith,Commercial,,,," 9420 Bunsen Parkway, Suite 225 Louisville, KY 40220 ", andersondl@cdmsmith.com ,Commercial,Success,Updated Successfully,
GE Gas Turbines,Commercial,,,,,william.hyde.ge.com,Commercial,Success,Updated Successfully,
 QEPFS ,Commercial,,,," 170 South Main Street, Suite 300 SLC, Utah 84101 ", ann.harding@qepres.com ,Commercial,Success,Updated Successfully,
 DOE Oak Ridge ,Federal,Dept. of Energy,,,, Belynda.Thompson@science.doe.gov ,DOE,Success,Updated Successfully,
"Battelle Energy Alliance, LLC",Federal,Dept. of Energy,,,"2525 Fremont Ave.
Idaho Falls, ID 83415-3725",albert.wilcox@inl.gov,DOE,Success,Updated Successfully,
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,susan.goodwin@srs.gov,DOE,Success,Updated Successfully,
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
Idaho DEQ,State Government,,,,,marcia.todd@deq.idaho.gov,State,Fail,Invalid customer type.,
DOE - Idaho,Federal,Dept. of Energy,,,,,DOE,Success,Customer added successfully.,
"US Army, Fort Wainwright AK",Federal,Dept. of Defense,Army,,"PO  Box 35510 1064 Apple Street
Ft. Wainwright, AK  99703-0510",mark.puhak@us.army.mil,Army,Success,Updated Successfully,
BLM Nevada,Federal,Dept. of the Interior,BLM,,,,BLM,Success,Updated Successfully,
DOE-Idaho,Federal,Dept. of Energy,,,,,DOE,Success,Customer added successfully.,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,pfort@blm.gov,BLM,Success,Updated Successfully,
"Silver Mountain Construction, LLC",Federal,Dept. of Defense,Air Force,,"561 E. Steel Loop, Suite 200
Palmer, AK  99645",afisk@ciriservices.com,Air Force,Success,Customer added successfully.,
Battelle Energy Alliance,Federal,Dept. of Energy,,,,albert.wilcox@inl.gov,DOE,Success,Customer added successfully.,
IDFG,State Government,,,, 99 Hwy 93 North Salmon ID 83467 ,Jessica.buelow@idfg.idaho.gov,State,Fail,Invalid customer type.,
HOK,Department of Justice || FBI,Department of Justice,FBI,,,aaron.altman@hok.com,FBI,Fail,Invalid customer type.,
DOE LANL,Federal,Dept. of Energy,,,,lmartinez@lanl.gov,DOE,Success,Updated Successfully,
Doe Oak Eridge,Federal,Dept. of Energy,,,,,DOE,Success,Customer added successfully.,
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,"Savannah River Nuclear Solutions,  LLC",susan.goodwin@srs.gov,DOE,Success,Updated Successfully,
QEPFS ,Commercial,,,,"170 South Main Street, Suite 300 SLC, Utah 84101 ",ann.harding@qepres.com ,Commercial,Success,Updated Successfully,
BLM,Federal,Dept. of the Interior,BLM,, BLM ID-Salmon Field OFC 1206 South Challis Street Salmon ID 83467 , slnagel@blm.gov ,BLM,Success,Updated Successfully,
BLM California,Federal,Dept. of the Interior,BLM,,,thamalak@blm.gov,BLM,Success,Updated Successfully,
Wilsonart International,Commercial,,,,"Wilsonart 
80 LA White Drive
Fletcher, NC  28732
",joness6@wilsonart.com,Commercial,Success,Updated Successfully,
BLM Nevada,Federal,Dept. of the Interior,BLM,,,k1fergus@blm.gov,BLM,Success,Updated Successfully,
"FMC Technologies, Inc.",Commercial,,,,"FMC Technologies, Inc. 2825 W Washington Street Stephenville TX 76401",gerry.kendall@fmcti.com,Commercial,Success,Customer added successfully.,
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,"1616 Capitol Ave, Omaha, NE 68102",pat.m.overgaard@usace.army.mil,Army Corps,Success,Updated Successfully,
NAVSUP FLC Norfolk Philadelphia Office,Federal,Dept. of Defense,Navy,,"NAVSUP FLC Norfolk Philadelphia Office, 700 Robbins Avenue, Bldg 2B, Philadelphia PA 19111-5083",jaime.slattery@navy.mil,Navy,Success,Customer added successfully.,
QEP Energy Company,Commercial,,,,QEP Energy Company P.O. Box 2125 Pinedale WY 82941,peter.guernsey@qepres.com,Commercial,Success,Customer added successfully.,
BLM Colorado,Federal,Dept. of the Interior,BLM,,,thamalak@blm.gov,BLM,Success,Updated Successfully,
USDA Forest Service Lochsa RD,Federal,Dept. of Agriculture,Forest Service,,"USDA, Forest Service, Idaho Montana Acquisition Team, Nez Perce-Clearwater NFs Grangeville Office 104 Airport Rd Grangeville, ID 83530",kruklic@fs.fed.us,FS,Success,Customer added successfully.,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,bssmith@blm.gov ,BLM,Success,Updated Successfully,
Federal Mogul Motorparts,Commercial,,,,Federal-Mogul Motorparts
2084 Rowesville Rd.
Orangeburg SC  29115
,Bruce.Daeger@federalmogul.com,Commercial,Success,Customer added successfully.,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,bssmith@blm.gov,BLM,Success,Updated Successfully,
"USACE, Alaska District",Federal,Dept. of Defense,Army Corps,,,richard.b.taylor@usace.army.mil,Army Corps,Success,Updated Successfully,
GE Aviation,Commercial,,,,,kevin.glenn@ge.com,Commercial,Success,Customer added successfully.,
SCA Americas,Commercial,,,,"SCA Americas
PO Box 90022
Bowling Green, Kentucky 42102-9022",Mike.Littlefield@sca.com,Commercial,Success,Customer added successfully.,
US Coast Guard Oakland,Federal,Dept. of Homeland Security,Coast Guard,,"1301 Clay St. 7th Floor, Suite 700N
Oakland, CA  94612-5203",james.s.yturralde@uscg.mil,USCG,Success,Customer added successfully.,
DOE Oak Ridge,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
 Michael Baker Corporation,Federal,Dept. of Defense,Navy,,2004 Jennie Lee Dr Idaho Falls ID 83404 ,kfritz@mbakerintl.com ,Navy,Success,Updated Successfully,
"Bristol Environmental Remediation Services, LLC",Federal,Dept. of Defense,Army Corps,,,jgarrel@bristol-companies.com,Army Corps,Success,Updated Successfully,
DOE EMCBC,Federal,Dept. of Energy,,,,matthew.hancsarik@emcbc.doe.gov,DOE,Success,Updated Successfully,
Wilsonart,Commercial,,,,"Wilsonart LLC
P. O. Box 249
Fletcher, North Carolina 28732
",joness6@wilsonart.com,Commercial,Success,Customer added successfully.,
USDA FOREST SERVICE,Federal,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,USFS- Nez Perce -Clearwater NF; Grangeville 
104 Airport Rd
Grangeville Id 83530,kruklic@fs.fed.us,FS,Success,Updated Successfully,
Federal-Mogul Motorparts,Commercial,,,,"Federal-Mogul Motorparts
2002 E. First St.
Maryville, MO  64468
",Charles.Wray@federalmogul.com,Commercial,Success,Customer added successfully.,
Maul Foster & Alongi,Commercial,,,,,,Commercial,Success,Customer added successfully.,
USDA FS,Federal,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,"1405 Holipark Drive, Idaho Falls, ID 83401",avelasco@fs.fed.us,FS,Success,Updated Successfully,
Pluor-B&W Portsmouth LLC,Federal,Dept. of Energy,,,,james.applegate@fbports.com,DOE,Success,Customer added successfully.,
"Bechtel National, Inc.",Commercial,,,,"100 Union Valley Rd, Oak Ridge, TN 37830",osbornebrowr@y12.doe.gov,Commercial,Success,Customer added successfully.,
DOE LANL,Federal,Dept. of Energy,,,, lmartinez@lanl.gov ,DOE,Success,Updated Successfully,
NAVFAC NORTHWEST,Federal,DEPT OF DEFENSE,DEPT OF THE NAVY,,,tonja.jenkins@navy.mil,Navy,Success,Updated Successfully,
NAVSUP,Federal,Dept. of Defense,Navy,,,john.favata@navy.mil,Navy,Success,Customer added successfully.,
NAVFAC,Federal,Dept. of Defense,Navy,,,,Navy,Success,Customer added successfully.,
NAVSUP,Federal,Dept. of Defense,Navy,,,anita.spriggs@navy.mil,Navy,Success,Updated Successfully,
NAVSUP,Federal,Dept. of Defense,Navy,,,,Navy,Success,Updated Successfully,
Swift & Staley,Federal,Dept. of Energy,,,Senior Procurement Specialist
Subcontract Adminstrator,jimmie.glanville@pad.pppo.gov,DOE,Success,Updated Successfully,
BLM Alaska State Office,Federal,Dept. of the Interior,BLM,,"Denver Federal Center
PO Box 25047, Bldg 50
Anchorage, AK  99507-2591",jchamberlin@blm.gov,BLM,Success,Updated Successfully,
"Savannah River Nuclear Solutions, LLC",DOE | NNSA,,,,,,DOE | NNSA,Fail,Invalid customer type.,
Jacobs Field Services North America,Federal,Dept. of Defense,Navy,,"Jacobs Field Services North America
501 W. Broadway St., Suite 303
Idaho Falls, ID 83402",Paul.Spickard@jacobs.com,Navy,Success,Customer added successfully.,
Andrew Smith,Commercial,,,,"P.O. Box 361
Petoskey, MI 49770",andrew.smith@rescom.org,Commercial,Success,Customer added successfully.,
Idaho DEQ,State Government,,,,,,State,Fail,Invalid customer type.,
Bear River Zeolite,Commercial,,,,"Bear River Zeolite P.O Box 643 47 Cox Gulch Thompson Falls, MT 59873",tfl3543@blackfoot.net,Commercial,Success,Customer added successfully.,
Lyn Taylor,Commercial,,,,"5221 Hamlet Circle
Kearns, UT 84118",,Commercial,Success,Customer added successfully.,
DOE Oak Ridge,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
IDFG,State Government,,,,99 Hwy 93 North Salmon ID 83467, Jessica.buelow@idfg.idaho.gov,State,Fail,Invalid customer type.,
HK Contractors,Commercial,,,,6350 South Yellowstone Highway Idaho Falls ID 83402,mike.laker@oldcastle-materials.com,Commercial,Success,Customer added successfully.,
 USACE - Tulsa ,Federal,Dept. of Defense,Army,," 1645 S 101 E Ave Tulsa, OK 74128-4609 ", brenda.k.anderson@usace.army.mil ,Army,Success,Updated Successfully,
Techtronic Industries Power Equipment,Commercial,,,,"Techtronic Industries Power Equipment
1428 Pearman Dairy Rd.
Anderson, SC 29625
",Drew.Gilmer@ttigroupna.com,Commercial,Success,Customer added successfully.,
"Fluor Federal Services, Inc.",Federal,Dept. of Energy,,,,paul.shaheen@ffspaduca,DOE,Success,Customer added successfully.,
New Mexico BLM,Federal,Dept. of the Interior,BLM,,,etippeco@blm.gov,BLM,Success,Customer added successfully.,
Idaho Panhandle National Forest,Federal,Dept. of Agriculture,Forest Service,,,,FS,Success,Customer added successfully.,
Wastren Advantage Inc.,Federal,Dept. of Energy,,,"WAI, 1571 Shyville Road, Piketon, OH 45661",dave.sablonsky@wastrenadvantage.com,DOE,Success,Customer added successfully.,
Montana DEQ,State Government,,,,,,State,Fail,Invalid customer type.,
BLM CA,Federal,Dept. of the Interior,BLM,,,radavis@blm.gov,BLM,Success,Updated Successfully,
Jonah Energy,Commercial,,,,"PO Box 2060, Pinedale, Wy 82941",joshua.sorenson@jonahenergy.com,Commercial,Success,Customer added successfully.,
BLM - IDAHO,Federal,Dept. of the Interior,BLM,,,bssmith@blm.gov,BLM,Success,Customer added successfully.,
USACE Huntsville Engineering,Federal,Dept. of Defense,Army Corps,,"PO Box 1600 Huntsville, AL 35807-4301",sarah.m.schlapman@usace.army.mil,Army Corps,Success,Customer added successfully.,
USACE,Federal,Dept. of Defense,Army Corps,," PO Box 1600 Huntsville, AL 35807-4301", sarah.m.schlapman@usace.army.mil ,Army Corps,Success,Updated Successfully,
USDA FS,Federal,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,," 1405 Holipark Drive, Idaho Falls, ID ",avelasco@fs.fed.us,FS,Success,Updated Successfully,
Tesoro Logistics,Commercial,,,,"19100 Ridgewood Parkway, San Antonio, TX  78259",Josephine.K.Schroeder@tsocorp.com,Commercial,Success,Customer added successfully.,
USFS ,Federal,Dept. of Agriculture,Forest Service,,"nezperce forest, grangeville.  ",kruklic@fs.fed.us,FS,Success,Customer added successfully.,
CDM Smith,Commercial,,,,"3201 Jermantown Road, Suite 400 , Fairfax , WA  22030",meroldkz@cdmsmith.com,Commercial,Success,Updated Successfully,
K-Spar Inc.,DOE | NNSA,,,,"K-Spar Inc.
4835 W Foxtrail Lane
Idaho Falls, Idaho 8340",asr@kspar.com,DOE | NNSA,Fail,Invalid customer type.,
Pacific Northwest National Lab (PNNL),Federal,Dept. of Energy,,,"902 Battelle Boulevard, J2-05",joanne.smith@pnnl.gov,DOE,Success,Updated Successfully,
US Coast Guard Seattle ,Federal,Dept. of Homeland Security,Coast Guard,,"915 Second Ave, Rm 2664
Seattle, WA 98174 1011",kristina.m.meabon@uscg.mil,USCG,Success,Updated Successfully,
Federal Mogul,Commercial,,,,"Federal-Mogul Motorparts
7450 North McCormick Boulevard
Skokie, Illinois 60076",Yvette.Borrego@federalmogul.com,Commercial,Success,Updated Successfully,
Federal Mogul Mototparts,Commercial,,,,"Federal-Mogul Motorparts
1 Grizzly Lane
Smithville, TN 37166",Joey.Flory@federalmogul.com,Commercial,Success,Customer added successfully.,
Robert Bosch LLC,Commercial,,,," Robert Bosch LLC   
  4421 Hwy 81 North         

 Anderson, SC 29621    

", Robert.Borowski@us.bosch.com    ,Commercial,Success,Updated Successfully,
